term,tfidf_mean
다시금,0.0007154747488055508
부족한,0.0007137241195835537
스포지만,0.0007130009563483771
그의,0.0007114408826889961
훌륭합니다,0.0007106484344868629
흘리며,0.0007101739994676088
아쉽네요,0.0007089762512341291
진한,0.0007071317270741928
후반부에,0.0007043896861536029
만들어,0.0007039630308322141
잘한다,0.0007033339635520117
아쉬움이,0.0007033189328212551
그대로,0.0007032469548007239
가슴을,0.0007024988204490009
느낄수,0.0007008419164908143
짧게,0.0006988175858374462
영화임,0.0006982453125327802
안하고,0.0006973852867962554
같아서,0.0006966326394062799
즐겁고,0.0006965173127750813
재미를,0.0006958343046128745
좋겠다,0.0006930979123502544
광광,0.0006919904002436942
하나도,0.0006913980495881048
슬펐던,0.0006912153037340693
대단합니다,0.0006907868583969207
초반엔,0.0006890910389846694
오열,0.0006879644931729058
잘보고,0.0006878654590712579
흘리고,0.0006876113314173978
돈이,0.0006875291269966829
자체,0.0006856279414042647
명연기,0.0006811209301010784
않지만,0.0006809802605260401
기반으로,0.0006806653026989834
결과를,0.0006805447457479352
시작부터,0.0006798908220821884
영화도,0.0006796604594961484
해주는,0.0006793464779940036
배우도,0.0006785615926540847
기대하고,0.0006784103628488976
온가족이,0.0006782357356110399
역쉬,0.000677766743804941
풀어낸,0.0006751659397876736
관람했는데,0.0006748285485224181
볼때마다,0.0006741621814304533
모습을,0.0006736094680525636
되었다,0.0006724192980246348
나고,0.000672389347800916
누가,0.0006723444583884233
말할,0.0006713916295534246
극장에,0.0006704623079563965
몰입감과,0.000668862420079228
흐르는,0.0006681699865278732
만들어진,0.0006675765068806023
오래간만에,0.0006661388880727526
끝나고도,0.0006660046398875934
만들어주셔서,0.0006654130772005574
남아,0.000665057904617327
왔네요,0.0006644343053938771
감동으로,0.0006640853037883191
영화였음,0.0006640101429021856
모처럼,0.0006638919638263911
여러,0.0006636333915542846
멱살잡고,0.0006629351395957189
우는,0.0006625717539519038
장난,0.0006624661752961187
남습니다,0.0006601678671319776
감동이었어요,0.0006596374453303158
봐야,0.0006590919335891295
유쾌하고,0.0006589300727497222
느꼈습니다,0.0006586646223475591
연휴,0.0006580341893234582
중간,0.0006579256031764676
관심을,0.000657746648577993
상상력이,0.0006575859058279019
조선의,0.0006569919583575171
지루할,0.000656725603657602
해도,0.0006559199642828503
막판에,0.0006557785829386899
축하드립니다,0.00065545362511302
순간,0.0006526295150361475
드라마,0.0006524771435575498
천만관객,0.00065247031363
웃으며,0.0006516949078905845
시간가는,0.000651399533596789
설연휴,0.0006509279642591663
상상력을,0.0006502934050273798
잡은,0.0006500718485735688
됩니다,0.0006489975937188219
관심이,0.0006485980561048695
장항준감독,0.0006482246085027362
연기한,0.0006481587947433919
않았던,0.0006470592300848282
추천해요,0.0006442978925260894
않을,0.0006440147164268838
좋을,0.0006438083913932189
개인적으로,0.0006421437539427221
사람의,0.0006414176143662126
중에,0.0006410806984926462
그러나,0.0006408746531625915
느끼게,0.0006405688988533731
봤던,0.0006393839413023993
끌고,0.0006377257423045852
남을,0.0006359009374583634
표현한,0.0006355741534141325
눈물은,0.0006347693965761156
흘리면서,0.0006333258260175583
억지,0.0006327925112885592
짱입니다,0.0006322582006787534
합이,0.0006310732033214213
연출을,0.0006301413784385452
동시에,0.0006297814377593088
오열하면서,0.0006297231145816118
누구나,0.0006296346031666813
쉽게,0.0006289570921896802
영화인,0.0006286810849095753
앞으로,0.0006279289725991917
않아서,0.0006274354868760607
말할것도,0.0006273860176808455
백성이,0.0006265973411188962
좋은데,0.000626591201361483
이야기에,0.0006259396112107498
되었고,0.0006247121798574297
보여준,0.000624055284030634
먹먹한,0.0006231565539020773
엄흥도와,0.0006218350982255809
슬픕니다,0.0006211212176526928
대단한,0.000620855281331866
울림이,0.0006193603062052985
